URN,LAESTAB,School name,Ofsted phase,Type of education,Sixth form,Designated religious character,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,The income deprivation affecting children index (IDACI) quintile,Total pupils,Inspection date,Overall effectiveness,16 to 19 study programmes,Early years provision (where applicable),Outcomes for children and learners,"Quality of teaching, learning and assessment","Personal development, behaviour and welfare",Effectiveness of leadership and management,Previous full inspection date,Previous full inspection overall effectiveness,Previous 16 to 19 study programmes,Previous early years provision (where applicable),Previous outcomes for children and learners,"Previous quality of teaching, learning and assessment","Previous personal development, behaviour and welfare",Previous effectiveness of leadership and management
138958,3843330,St. John the Baptist Catholic Primary School,Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF6 2HZ,3,245,14/05/2014,2,9,9,2,2,9,2,29/06/2012,3,9,8,3,3,9,3
138977,3582015,Acre Hall Primary School,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,North West,North West,Trafford,Stretford and Urmston,M41 6NA,3,281,21/01/2015,2,9,2,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139080,3842003,Outwood Primary Academy Kirkhamgate,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Morley and Outwood,WF2 0RS,3,183,24/09/2014,1,9,1,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139101,3734272,Bradfield School,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Hallam",S35 0AE,1,1069,09/05/2013,2,9,9,2,2,9,2,09/07/2008,2,9,9,2,2,9,2
139107,3843104,Knottingley St Botolphs C of E Academy,Primary,Academy Converter,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF11 9BT,4,338,20/05/2016,4,9,4,3,3,3,4,17/10/2012,2,9,9,2,2,9,2
139108,3842080,Outwood Primary Academy Ledger Lane,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Morley and Outwood,WF1 2PH,3,337,08/05/2014,2,9,9,2,2,9,2,16/11/2011,3,9,2,3,3,9,3
139133,3732009,Southey Green Primary School and Nurseries,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S5 7QG,5,763,03/03/2016,2,9,3,2,2,2,2,25/09/2014,4,9,2,4,4,9,3
139134,3732010,Fox Hill Primary,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S6 1AZ,5,344,15/07/2015,2,9,2,2,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139137,3732012,Mansel Primary,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S5 9QN,5,434,01/02/2017,2,9,3,2,2,2,2,21/01/2015,3,9,3,3,3,9,2
139167,3734229,Silverdale School,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Hallam",S11 9QH,1,1297,16/10/2014,1,1,9,1,1,9,1,30/03/2009,1,1,9,1,1,9,1
139279,3842004,St Michael's CofE Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Wakefield,WF2 9JA,5,512,14/12/2016,2,9,2,2,2,2,2,12/03/2015,3,9,2,3,3,9,3
139280,3842005,Sandal Magna Community Academy,Primary,Academy Sponsor Led,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF1 5NF,5,248,16/03/2017,2,9,2,2,2,2,2,11/03/2015,3,9,2,3,3,9,2
139294,3574011,Copley Academy,Secondary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Tameside,Stalybridge and Hyde,SK15 3RR,4,673,18/05/2016,3,9,9,3,3,2,3,28/11/2012,2,9,9,2,2,9,2
139297,3732305,Greengate Lane Academy,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Penistone and Stocksbridge,S35 3GT,4,206,24/09/2014,2,9,1,2,2,9,1,09/11/2012,3,9,9,3,3,9,3
139300,3593436,Platt Bridge Community Primary School,Primary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Wigan,Makerfield,WN2 5NG,5,457,26/06/2013,1,9,9,1,1,9,1,16/10/2007,2,9,2,2,2,9,2
139334,3734003,Firth Park Academy,Secondary,Academy Sponsor Led,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S5 0SD,5,1019,17/06/2015,2,9,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139335,3844003,Hemsworth Arts and Community Academy,Secondary,Academy Sponsor Led,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF9 4AB,4,1265,11/05/2017,3,2,9,3,3,3,3,13/05/2015,3,2,9,3,3,9,3
139336,3732013,Meynell Community Primary School,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S5 8GN,5,498,26/04/2017,3,9,2,3,3,3,2,20/03/2015,3,9,3,3,3,9,2
139346,3735203,St Joseph's Primary School,Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Sheffield South East,S13 9AT,3,249,03/12/2014,2,9,2,2,2,9,2,14/06/2012,3,9,8,3,3,9,3
139347,3735207,St Patrick's Catholic Voluntary Academy,Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S5 0QF,5,322,22/04/2015,2,9,2,2,2,9,2,17/07/2013,3,9,9,3,3,9,3
139359,3842178,Castleford Park Junior Academy,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF10 4BB,4,390,29/09/2016,3,9,9,3,3,2,3,16/10/2014,3,9,9,3,3,9,3
139499,3842115,Pontefract Larks Hill Junior and Infant School,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF8 4RJ,3,211,08/07/2015,2,9,2,2,2,9,2,11/05/2012,2,9,8,2,2,9,2
139500,3844020,The King's School Specialising in Mathematics and Computing,Secondary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF8 4JF,3,1034,21/06/2017,2,9,9,2,2,2,2,10/06/2015,3,9,9,3,3,9,2
139501,3844027,Carleton Community High School A Specialist Science With Mathematics School,Secondary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF8 3NW,4,828,26/01/2017,4,9,9,3,3,3,4,15/01/2015,3,9,9,3,3,9,3
139502,3842147,Pontefract Halfpenny Lane Junior Infant and Nursery School,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF8 4BW,4,455,12/03/2015,2,9,2,2,2,9,1,26/04/2012,3,9,8,3,3,9,2
139503,3842094,Pontefract Orchard Head Junior and Infant and Nursery School,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF8 2NJ,4,360,04/03/2015,2,9,1,2,2,9,2,22/03/2012,3,9,8,3,3,9,2
139504,3842095,The Rookeries Carleton Junior and Infant School,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF8 3NP,4,221,25/03/2015,2,9,2,2,2,9,2,23/11/2011,3,9,2,3,2,9,2
139544,3732346,Monteney Primary School,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Penistone and Stocksbridge,S5 9DN,5,488,03/05/2012,2,9,8,2,2,9,2,11/07/2007,1,9,1,1,2,9,1
139560,3841102,Pinderfields Hospital PRU,PRU,Pupil Referral Unit,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Morley and Outwood,WF2 0LW,NULL,14,12/06/2014,2,9,9,2,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139568,3842006,Havercroft Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF4 2BE,5,190,13/05/2015,3,9,2,3,3,9,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139573,3842007,St Helen's CE Primary School,Primary,Academy Sponsor Led,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF9 4EG,5,227,26/04/2017,3,9,2,3,3,2,2,25/03/2015,3,9,2,3,3,9,3
139695,3734004,UTC Sheffield,Secondary,University Technical College,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Sheffield Central,S1 4QF,3,443,03/02/2016,2,2,9,2,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139735,3574604,All Saints Catholic College,Secondary,Academy Converter,Does not have a sixth form,Roman Catholic,North West,North West,Tameside,Denton and Reddish,SK16 5AP,4,578,03/02/2016,4,4,9,4,4,4,4,05/12/2012,2,9,9,2,2,9,2
139856,3734225,Hinde House 3-16 School,Secondary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S5 6AG,5,1318,08/11/2012,2,9,9,2,2,9,1,18/03/2011,3,9,2,3,2,9,2
139862,3732315,Lound Infant School,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Penistone and Stocksbridge,S35 2EU,2,172,24/05/2017,2,9,2,2,2,2,2,14/01/2015,3,9,2,3,3,9,3
139863,3732298,Lound Junior School,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Penistone and Stocksbridge,S35 2UT,2,241,05/07/2017,2,9,9,2,2,2,2,14/01/2015,3,9,9,3,3,9,3
139883,3593357,Standish St Wilfrid's Church of England Primary Academy,Primary,Academy Converter,Does not have a sixth form,Church of England,North West,North West,Wigan,Wigan,WN6 0XB,2,542,13/09/2007,1,9,1,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139932,3732016,Pathways E-Act Primary Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S5 7NA,5,534,07/06/2017,3,9,2,3,3,2,3,18/06/2015,3,9,2,3,3,9,3
139986,3733427,Porter Croft Church of England Primary Academy,Primary,Academy Converter,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Sheffield Central,S11 8JN,5,214,05/03/2015,1,9,1,1,1,9,1,24/11/2009,2,9,2,2,2,9,2
140003,3842008,West End Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF9 4QJ,4,242,13/05/2015,2,9,2,2,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140023,3842009,Pontefract De Lacy Primary School,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF8 2TG,5,343,22/04/2015,2,9,2,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140025,3732017,"St John Fisher Primary, A Catholic Voluntary Academy",Primary,Academy Sponsor Led,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Sheffield South East,S12 4HJ,3,211,07/05/2015,2,9,2,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140053,3593027,Bedford Hall Methodist Primary School,Primary,Academy Converter,Does not have a sixth form,Methodist,North West,North West,Wigan,Leigh,WN7 3DJ,4,250,16/10/2007,1,9,2,1,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140085,3842078,Outwood Primary Academy Lofthouse Gate,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Morley and Outwood,WF3 3HU,2,485,22/06/2016,2,9,1,2,2,1,2,12/06/2013,2,9,9,2,2,9,2
140087,3593022,Leigh Westleigh Methodist Primary School,Primary,Academy Converter,Does not have a sixth form,Methodist,North West,North West,Wigan,Leigh,WN7 5NJ,5,204,29/04/2015,2,9,2,2,2,9,2,19/06/2007,1,9,1,1,1,9,1
140110,3843003,Darrington Church of England Primary School,Primary,Academy Converter,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF8 3SB,3,125,10/06/2015,2,9,1,2,2,9,2,20/07/2010,2,9,2,2,2,9,2
140133,3577001,Hawthorns School,Special,Academy Special Converter,Not applicable,Does not apply,North West,North West,Tameside,Denton and Reddish,M34 5SF,4,81,20/05/2015,1,9,1,1,1,9,1,09/10/2008,1,9,1,1,1,9,1
140142,3582018,Park Road Sale Primary School,Primary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Trafford,Altrincham and Sale West,M33 6HT,1,336,27/01/2009,1,9,2,1,1,9,1,08/12/2005,2,9,2,2,2,9,2
140218,3732018,Oasis Academy Fir Vale,Primary,Academy Sponsor Led,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S4 8GA,5,297,13/01/2016,4,9,4,4,4,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140219,3732019,Oasis Academy Watermead,Primary,Academy Sponsor Led,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S5 8RJ,5,246,12/07/2017,1,9,2,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140310,3732339,Hillsborough Primary School,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S6 2AA,5,416,05/06/2015,2,9,2,2,2,9,2,13/03/2012,3,9,8,3,3,9,3
140312,3842179,Glasshoughton Infant Academy,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF10 4BH,4,243,14/05/2009,1,9,1,1,1,9,1,03/03/2006,2,9,2,2,2,9,2
140333,3842010,England Lane Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF11 0JA,5,190,12/10/2016,3,9,3,3,3,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140337,3842011,Pontefract Carleton Park Junior and Infant School,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF8 3PT,3,207,22/05/2015,2,9,2,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140341,3732020,St Mary's Church of England Primary School,Primary,Academy Sponsor Led,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Sheffield Central,S6 2WJ,4,169,06/07/2017,2,9,2,2,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140394,3734005,Oasis Academy Don Valley,Secondary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Sheffield South East,S9 3TY,5,193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140415,3734006,Outwood Academy City,Secondary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Sheffield South East,S13 8SS,5,943,28/09/2016,3,9,9,2,2,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140417,3562010,St Matthew's Church of England Primary School,Primary,Academy Sponsor Led,Does not have a sixth form,Church of England,North West,North West,Stockport,Stockport,SK3 9EA,5,200,30/11/2016,2,9,2,2,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140427,3572009,Inspire Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,North West,North West,Tameside,Ashton-under-Lyne,OL6 9RU,5,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140428,3572010,Discovery Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,North West,North West,Tameside,Stalybridge and Hyde,SK14 3LE,NULL,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140439,3733401,"Sacred Heart School, A Catholic Voluntary Academy",Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Sheffield Central,S6 2NU,3,208,19/12/2012,2,9,9,2,2,9,2,16/11/2010,3,9,2,3,3,9,3
140440,3733423,"St Mary's Primary School, A Catholic Voluntary Academy",Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Penistone and Stocksbridge,S35 3HY,2,207,17/05/2011,2,9,1,2,2,9,2,04/12/2007,2,9,2,2,2,9,2
140441,3735202,"St Ann's Catholic Primary School, A Voluntary Academy",Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Penistone and Stocksbridge,S36 1DG,3,89,26/06/2015,2,9,1,2,2,9,2,07/02/2013,3,9,9,3,3,9,3
140453,3843337,St Giles CofE Academy,Primary,Academy Converter,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF8 1HG,4,302,01/10/2015,2,9,2,2,2,2,2,11/09/2013,3,9,9,3,3,9,2
140546,3732024,Emmanuel Anglican/Methodist Junior School,Primary,Academy Sponsor Led,Does not have a sixth form,Church of England/Methodist,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Sheffield South East,S20 7JU,4,188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140547,3734007,Forge Valley School,Secondary,Academy Sponsor Led,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Hallam",S6 5HG,3,1194,26/04/2017,3,2,9,3,3,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140558,3842012,"St Joseph's Catholic Primary School, Moorthorpe",Primary,Academy Sponsor Led,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF9 2BP,4,211,02/02/2017,2,9,2,2,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140588,3733402,St Catherine's Catholic Voluntary Academy (Hallam),Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S4 7BX,5,471,11/01/2017,1,9,1,1,1,1,1,16/01/2014,2,9,9,2,2,9,2
140596,3732203,Totley Primary School,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Hallam",S17 4FB,1,249,15/07/2015,1,9,2,1,1,9,1,09/07/2010,2,9,3,2,2,9,1
140609,3732026,Concord Junior School,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S9 1NR,5,206,25/01/2017,3,9,9,3,3,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140610,3732027,Wincobank Nursery and Infant School,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S9 1LU,5,243,11/01/2017,2,9,2,2,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
